COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY
75070,Ready-Mix Concrete,,0.0,,,0.0,268.0,MA6300GA130000116,Lauren Concrete/Ready Mix Concrete/Utility Cuts and Concrete,DO620016032810376,03/28/2016,LAU2825500,LAUREN CONCRETE LP,4501 SHAW LN,,AUSTIN,TX,78744-3921,US
2851039,"CONNECTORS, CABLE, COPPER","H-TAP, STRAIGHT RECEPTACLE, 1/0 ADAPTER KIT, 15KV, WITH RETAINING RING,  CABLE ADAPTER, LUG, BOLT AND WASHERS.""IN QPL EL-1591""",20.0,EA,Each,105.0,2100.0,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX63777,01/17/2017,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
26928011014,M1003   ONDANSETRON (ZOFRAN) ODT 4mg TABLET,,18.0,BOX,Box,5.01,90.18,,zofran,PO930015011201414,01/12/2015,HEN8311513,HENRY SCHEIN INC,135 DURYEA RD E270,,MELVILLE,NY,11747-3834,US
20560,"Monitors, Color and Monochrome, Environmentally Certified",Quote # 3000025640567.1  28168 -EMS Dell Monitor ArmMSSA18,1.0,EA,Each,76.94,76.94,MA1100NC170000021,28168 -EMS Dell monitor,DO560018061511742,06/15/2018,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US
2857838,"CONNECTORS, SPLIT BOLT TYPE","CONNECTOR, SPLIT BOLT, FOR #6 SOLID COPPER.  CONNECTOR, SPLIT BOLT,  STANDARD LENGTH REQUIRED TO CONNECT TWO CONDUCTORS OF RATED SIZES.  NUT TO BE HEXAGON SHAPED.  THE NUT SHALL BE FREE RUNNING, BUT NOT  LOOSE.  CONNECTOR SHALL MEET OR EXCEED NEMA STD. SG-14-LATEST EDITION.  ON QUALIFIED PRODUCTS LIST EL-21  REMOVE FROM DECKER 114B PER E.RAMOS/M.POLLOCK 13JUL09 DKOKAS",300.0,EA,Each,0.6,180.0,MA1100GA080000084,Critical materials Supply Arrangement,DOM1100MAX17869,10/20/2011,PRI3766500,PRIESTER-MELL & NICHOLSON INC,601 E 56TH ST,,AUSTIN,TX,78751-1404,US
48563100001,REPELLANT INSECT,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,60.0,EA,Each,4.92,295.2,MA7400GC150000004,Grainger material for Webberville warehouse,DO220017103002093,10/30/2017,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
3207290,"SCREWS, MACHINE, STEEL, SLOTTED PAN HEAD",Z1HCS025C0400,25.0,EA,Each,0.48,12.0,,SF80 stainless steel hardware stock,PO220010021703844,03/04/2010,HKF7167860,HK FASTENER & SUPPLY INC,1907 HYDRO DR,,AUSTIN,TX,78728-7625,US
0659475,"WINCHES AND PARTS, AUTOMOTIVE",,1.0,EA,Each,75.0,75.0,,Trailer Breakaway Kit for # 479,PO810012010501983,01/05/2012,SPI4364750,SPILLAR CUSTOM HITCHES INC,PO BOX 42049,,AUSTIN,TX,78704-0035,US
28586,"Transformers, Power Distribution (Incl. Fluid Fill","TRANSFORMER, NETWORK, 3-PHASE, 1000KVA, 34.5KV, 480Y/277 VOLTS IN  ACCORDANCE WITH SPECIFICATION E-709.  REACTIVATED AS NON STOCK FOR USE IN CUS 26FEB08 DBS.",2.0,EA,Each,40657.5,81315.0,MA1100GA120000019,704 W. Cesar Chavez (Central Library),DOM1100MAX42888,09/09/2014,VC0000102785,PIONEER TRANSFORMERS LTD,PO BOX 272,"GRANBY, QUEBEC",CANADA,,J2G8E5,CA
44521110004,"CUTTER TUBING MIDGET, 1/4""-1-1/8""",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,5.0,EA,Each,22.01,110.05,MA7400GC150000004,Material needed at Glen Bell warehouse,DO220016012006466,01/20/2016,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
65520,"Camera Attachments: Adapter Rings, Collimators, Fi",AWT065T  65?Cable w/ Threaded Connection,8.0,EA,Each,65.0,520.0,MA6400NS090000072,"AWT  $2,560  SEE ATTACHED",DO640012032010564,03/20/2012,VS0000023084,"Alliance Wireless Technologies, Inc.",9940 W Sam Houston Pkwy,Ste 330,Houston,TX,77099,US
2853419,"LINKS, RENEWAL, FOR REN AND RES FUSES","FUSE REFILL UNIT FOR SWITCHGEAR 65E AMP SML-4Z HOLDER; FUSE, REFILL UNIT, 65E AMP, SLOW SPEED FOR PAD MOUNTED SWITCHGEAR WITHS&C TYPE SML-4Z FUSE HOLDER 14.4KV.      ON QPL EL-890.  REPLACES P/N 0000005797 PER AE FUSING POLICY JAN04.  MAINTAIN AS INSURANCE PER AE FUSING POLICY JAN04.  MAINTAIN AS INSURANCE PER AE FUSING POLICY 1/04",5.0,EA,Each,350.0,1750.0,MA1100GA170000052,critical materials supply arrangement (CMSA),DOM1100MAX69057,08/29/2017,KBS6049140,KBS ELECTRICAL DISTRIBUTORS INC,6406 Burleson Road,Suite 110,AUSTIN,TX,78744,US
20710,COMPUTER ACCESSORIES AND SUPPLIES,"REQ#18848  1 - Sound Bar for 22"" FP Monitor",1.0,EA,Each,29.74,29.74,MA5600NC140000006,18848-Optiplex 9020/Monitor Rebecca Alvidrez Parls & Rec.,DO560014031109562,03/11/2014,CHE8303640,CHECKPOINT SERVICES INC,4120 Rio Bravo St,Suite 215,EL PASO,TX,79902,US
5708417,"BEAMS, I, STRUCTURAL STEEL (BY WEIGHT)","RFQAPC0924  Delivery: CALL JOE KUYKENDALL AT 512-505-7632 48 HR IN ADVANCE FOR DELIVERY ARRANGEMENTS PILOT KNOB 10026 FM 812 DEL VALLE, TEXAS 78617",100.0,EA,Each,119.76,11976.0,,Steel Beams for Pilot Knob Relocation Project,CT110016011900256,01/19/2016,VC0000102978,INDUSTRIAL DISTRIBUTION GROUP INC,943 AT&T CENTER PARKWAY,,SAN ANTONIO,TX,78219-3134,US
7452114,"ASPHALTIC CONCRETE, HOT MIX, IN ACCORDANCE WITH IT",,65.01,TON,Ton,58.1803,3782.3,MA6200GA080000118,Apac/Hot Mix,DO620011092125502,09/21/2011,VC0000102792,APAC-TEXAS INC,1 Chisholm Trail Ste 450,,Round Rock,TX,78681,US
72582,"Two-Way Radio Supplies, Parts, and Accessories","Delay Timer, Terminal Block, Fused",1.0,EA,Each,75.46,75.46,MA6400GA110000013,TESSCO - $253.55 SEE ATTACHED,DO640014020407500,02/04/2014,TES8311882,TESSCO INC,11126 MCCORMICK RD,,HUNT VALLEY,MD,21031-1404,US
57077,"Steel, Reinforcing, Mesh",,1072.77,EA,Each,1.0,1072.77,,"Ace Contractors/Concrete/lumber, redwood, wire, curb boots",PO620013102100378,11/06/2013,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
34060100004,HYDRANT FIRE 5-1/4 IN 3 WAY 3-1/2 FT BURY MJ,RC LN___ LN___ QTY DEL____ P/F____ B/O___ DEL DATE______,9.0,EA,Each,1097.0,9873.0,MA2200GA090000115,material needed at awgbsc,DO220010101201129,10/12/2010,FER1841250,FERGUSON ENTERPRISES INC,200 PARK CENTRAL BLVD,,GEORGETOWN,TX,78626-9999,US
485,"JANITORIAL SUPPLIES, GENERAL LINE",,1.0,LOT,Lot,265.54,265.54,,Jan. 2012 - Purchase of Janitorial Supplies,PO740012022203094,02/22/2012,PRO8305263,PRO-SERVE ENTERPRISES INC,4201 S CONGRESS AVE STE 321,,AUSTIN,TX,78745-1171,US
39091,"Water, Drinking (Including Distilled)","9 OZ PLASTIC OR PAPER CUPS, 12,500 EACH",20.0,SLV,Sleeve,3.49,69.8,MA8100GA090000058,Drinking Water,DO810010090930604,09/09/2010,HIL8302606,HILL COUNTRY SPRINGS,10019 S IH 35,,AUSTIN,TX,78747-1722,US
80515,Athletic Awards (For Service Type See Class 080):,DRC / Jim Kotick / trophies for DRC participants in soccer league in Spring 2010,0.0,,,0.0,893.2,,Bat City Awards / trophies / DRC,PO860010040205246,04/02/2010,VC0000101585,BAT CITY AWARDS INC,1707 NUECES ST,,AUSTIN,TX,78701,US
75035105008,AGGREGATE TRAP ROCK GRADE 6,40.25 per ton,595.5,CUYD,Cubic Yard,55.543744,33076.3,MA6200GA140000100,Vulcan Construction Materials/trap rock/inventory,DO620015060214653,06/02/2015,VUL8305155,VULCAN CONSTRUCTION MATERIALS,"800 Isom Rd., Ste. 300",,San Antonio,TX,78216,US
39330570002,BEVERAGE ELECTROLYTE REPLACEMENT MIX SUGARFREE ORANGE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 6/29/2018,5.0,PK,Pack,14.61,73.05,MA7400GC150000004,Grainger material for AWWBSC,DO220018061411693,06/14/2018,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
21045106001,BOX WATER METER HIGH DENSITY POLYETHYLENE FOR DUAL METER,RC LN___ QTY DEL ___ P/F___ B/O___ DEL DATE_______,30.0,EA,Each,92.15,2764.5,,material needed at awgbsc,PO220011011302289,01/13/2011,ACT7090725,ACT PIPE & SUPPLY INC,1400 GRAND AVE PKWY,,PFLUGERVILLE,TX,78660-2028,US
06017,"TIRES, TUBES, LINERS & VALVES",only vendor that has the R-4 tread design need this tire to match the other tire on unit 98F414,1.0,EA,Each,480.5,480.5,,tire needed for unit 98F414,PO780013121201284,12/12/2013,VS0000036080,Hesselbein Tire Southwest,4823 Corner Parkway,,San Antonio,TX,78219,US
81523,"Gasket Sealants, Compounds, etc.",,2.0,EA,Each,22.67,45.34,,Moyno pump parts Ullrich,CT2200AW140519101,05/19/2014,ENV1755500,ENVIRONMENTAL IMPROVEMENTS INC,PO BOX 70,,BUDA,TX,78610-0070,US
2850336,"ARRESTERS, LIGHTNING","ARRESTER, SURGE, 10 KV, 8.4 KV MCOV, METAL-OXIDE TYPE, TOP TERMINAL  SUPPLIED WITH NUT AND WIRE CLAMP, MOUNTING HARDWARE SHALL BE INSULATED  BASE BRACKET WITH ISOLATOR, LOWER TERMINAL SHALL BE INSOLATOR, NUT, WASHER  AND THREADED TERMINAL NUT.  ARRESTER SHALL MEET ANSI STANDARD C62.11  LATEST REVISION FOR METAL-OXIDE SURGE ARRESTERS. PER STANDARDS COMMITEE  04-23-03 BEGIN STOCKING THIS ARRESTER. THIS STOCK ITEM REPLACES STK#0-4694  WHICH SHALL BE REMOVED FROM STOCK AS SOON AS WE HAVE SUFFCIENT STOCK OF THE  REPLACEMENT ARRESTER. ON QUALIFIED PRODUCTS LIST EL1210.  Replaces item  # 16478 per Dennis Patrick 24OCT14 DKokas",16.0,EA,Each,23.7,379.2,MA1100GA080000082,Critical materials Supply Arrangement,DOM1100MAX60645,08/26/2016,STU8321064,STUART C IRBY COMPANY,6517 Burleson Road,5221 Industrial Way Dr,Austin,TX,78744,US
44532107002,RASP HALF ROUND 12 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE___________,18.0,EA,Each,17.48,314.64,,material needed at gbsc,PO220009120701860,12/07/2009,ALA0107000,ALAMO IRON WORKS INC,PO BOX 231,,SAN ANTONIO,TX,78291,US
34016,"Fire Alarm Systems, Power Sirens, and Controls",Replacement of fire supression system parts,0.0,,,0.0,1541.5,MA7400NC110000019,Replacement of fire supression system parts,DO810011060117938,06/01/2011,SIM8304509,SIMPLEX GRINNELL L P,1608 ROYSTON LN BLDG 1,,ROUND ROCK,TX,78664-9508,US
28574,"Pole Line Hardware: Anchors, Arms, Bolts, Braces,",auto17448-4-870,25.0,EA,Each,6.89,172.25,MA1100GA080000079,elmo,DO110009122107282,12/21/2009,VC0000100372,POWER SUPPLY INC,2003 RUTLAND DR,,AUSTIN,TX,78758-5412,US
65947570002,INSERTS PIPE STIFFNERS FOR PLASTIC POLYETHYLENE 1IN,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,200.0,EA,Each,0.99,198.0,MA2200GA100000005,MATERIAL NEEDED AT AWGBSC,DO220011091625222,09/16/2011,FER1841250,FERGUSON ENTERPRISES INC,200 PARK CENTRAL BLVD,,GEORGETOWN,TX,78626-9999,US
55078,"Traffic Cones, Lane Markers, and Barricades (Porta","72"" x 34"" CLEAR ACYRLIC PANEL W/2"" SATIN ALUMINUM FRAME FOR POST AND PANEL SYSTEM",1.0,EA,Each,299.4,299.4,,Parts for ACC sidewalk renovation project,PO820013052104281,05/21/2013,V00000914260,Visiontron Corp.,720 Old Willets Path,,Hauppauge,NY,11788,US
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",986780,20.0,EA,Each,38.9,778.0,MA5600GC100000001,986780-Valerie Slaughter-Compu-link LCCSTPD3 2-F Jumper 10.0,DO560010020310766,02/03/2010,ANI0261000,ANIXTER INC,2301 PATRIOT BLVD,,GLENVIEW,IL,60025-8020,US
7450841,"EMULSIONS, ASPHALT",,2295.238,GAL,Gallon,2.95,6770.95,MA6200GA130000076,Ergon Asphalt/SCII/HFRS-2P,DO620016060714263,06/07/2016,ERG8309949,ERGON ASPHALT & EMULSIONS INC,11612 FM 2244 BLDG 1 STE 250,,AUSTIN,TX,78738-5516,US
06053,EXPENDABLE ITEMS,,0.0,,,0.0,150.0,,safety inspection stickers,PO780012080906249,08/09/2012,TEX4797250,TEXAS DEPARTMENT OF PUBLIC SAFETY,DRIVERS LICENSE DIV,6121 N LAMAR BLVD,AUSTIN,TX,78752-4412,US
20092,Work Clothes,"CHRIS LESTER, ANDY BAIRD",0.0,,,0.0,220.4,MA9300GA110000054,"UNIFORM CHRIS LESTER, ANDY BAIRD",DO930011110402480,11/04/2011,MIL3235500,MILLER UNIFORMS & EMBLEMS INC,650 CANION ST,,AUSTIN,TX,78752-3510,US
36022,"Installation Supplies: Adhesive Edge Strip, Seam T","470537 3/4"" Cable Tie Mounting Pad, Nylon base",2.0,PK,Pack,8.39,16.78,MA6400GA110000013,"TESSCO  $3,473.03  SEE ATTACHED",DO640012091721844,09/17/2012,TES8311882,TESSCO INC,11126 MCCORMICK RD,,HUNT VALLEY,MD,21031-1404,US
2857441,"DEAD END HARDWARE, ELECTRICAL","DEANDEND, FORMED WIRE, 7/16 IN. GUY, GALVANIZED STEEL STRAND, COLOR CODE  GREEN, EXTRA HIGH HOLDING STRENGTH 20,800 LBS.  On Qualified Products List EL552",200.0,EA,Each,4.1,820.0,MA1100GA080000084,Critical materials Supply Arrangement,DOM1100MAX56168,02/23/2016,PRI3766500,PRIESTER-MELL & NICHOLSON INC,601 E 56TH ST,,AUSTIN,TX,78751-1404,US
4505530,"LOCK, FILE CABINET","LW200.304  Lat File, W-Pull Freestd 4 Dwr 30W",2.0,EA,Each,489.2,978.4,,Filing Cabinets for PARD Main Office,PO860012013102625,01/31/2012,OFF3508500,WORKPLACE RESOURCE LLC,4400 NE LOOP 410,#130,SAN ANTONIO,TX,78218,US
10021,Freight and Cargo Containers (Shipping) (See Class,Barbara Jordan  / Monthly Rental  /  CS10KYW056 / 031110-040710,0.0,,,0.0,173.0,MA8600GA080000112,Mobile Mini / Monthly Rental / Barbara Jordan /031110-040710,DO860010031514407,03/15/2010,MOB8313557,"MOBILE MINI I, INC.",7420 S KYRENE RD STE 101,,TEMPE,AZ,85283-4610,US
7452114,"ASPHALTIC CONCRETE, HOT MIX, IN ACCORDANCE WITH IT",,478.75,TON,Ton,56.0,26810.0,MA6200GA120000082,APAC Texas/Hot Mix/Various Sections,DO620014040811263,04/08/2014,VC0000102792,APAC-TEXAS INC,1 Chisholm Trail Ste 450,,Round Rock,TX,78681,US
67052125013,COUPLING STL REPAIR DBL BAND FC CLAMPS 8X9.05X12-1/2 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,10.0,EA,Each,103.0,1030.0,MA2200GA130000054,Material needed at Glen Bell warehouse,DO220015100700717,10/07/2015,FER1841250,FERGUSON ENTERPRISES INC,FERGUSON PLUMBING & INDUSTRIAL PIPING,504 INDUSTRIAL BLVD.,AUSTIN,TX,78745,US
2858673,"TRANSFORMERS, POWER",Darralyn 512.505.7293 Buyer  RM monitoring circuit board for load trap changer (ltc) part #8999C51H01,2.0,EA,Each,1589.0,3178.0,,replacement cards,PO110010052406728,05/24/2010,REI7024750,REINHAUSEN MANUFACTURING INC,2549 N 9TH AVE,,HUMBOLDT,TN,38343-1747,US
45034100001,CAN GARBAGE GALV 20 GAL,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,20.0,EA,Each,8.64,172.8,,Materials needed at AWGBSC,PO220014082905337,08/29/2014,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
72582,"Two-Way Radio Supplies, Parts, and Accessories",RUSH FREIGHT,1.0,EA,Each,0.5,0.5,MA5600GA170000064,TESSCO $9382.42 SEE ATTACHED,DO640018021406800,02/14/2018,TES8311882,TESSCO INC,11126 MCCORMICK RD,,HUNT VALLEY,MD,21031-1404,US
26928011013,M1001 ONDANSETRON (ZOFRAN) USP. STRENGTH: 4MG/2ML,M1001     Ondansetron Injection USP 4mg/2mL 2mL Single Dose Vial WEST-WARD PHARMACEUTICALS NDC 0143-9891-05,436.0,EA,Each,1.63,710.68,MA9300GA120000098,medical supplies - emergency patient care for stock,DO930017112103177,11/21/2017,BOU8303524,BOUND TREE MEDICAL L L C,PO BOX 8023,,DUBLIN,OH,43016-2023,US
65933142002,COUPLING BRASS 1-1/2 FEMALE C.T. X COMPRESSION G.J..,RC LN_____ QTY DEL____ P/F____ B/O_____ DEL DATE_____,30.0,EA,Each,36.29,1088.7,MA2200GA130000084,Materials needed at Glen Bell warehouse,DO220014110502745,11/05/2014,VC0000100932,TECHLINE PIPE LP,2259 CR 108,,Hutto,TX,78634,US
6158253,"LABELS, MAILING, SELF ADHESIVE",6408-00 TQ Labels For DAC,1.0,EA,Each,598.0,598.0,,6408-00 TQ Labels For DAC,PO680011040604240,04/06/2011,VC0000102736,TAB PRODUCTS CO LLC,2605 BUELL AVE,,AUSTIN,TX,78757,US
86076,"Tickets, Spitter",4/box 2000/per manila colored mag-stripe spitter tickets,0.0,,,0.0,1503.2,MA8200NG090000059,service tickets,DO820012110602843,11/06/2012,DIG8316669,DIGITAL PRINTING SYSTEMS,777 N GEORGIA AVE,,AZUSA,CA,91702-2207,US
72582,"Two-Way Radio Supplies, Parts, and Accessories","Power Inverter,1000W/GFCI",2.0,EA,Each,170.51,341.02,MA6400GA110000013,TESSCO $6024.51 SEE ATTACHED,DO640015073118019,07/31/2015,TES8311882,TESSCO INC,11126 MCCORMICK RD,,HUNT VALLEY,MD,21031-1404,US
20092,Work Clothes,JASPER BROWN,0.0,,,0.0,119.47,MA9300GA110000054,UNIFORM JASPER BROWN,DO930012111603492,11/16/2012,MIL3235500,MILLER UNIFORMS & EMBLEMS INC,650 CANION ST,,AUSTIN,TX,78752-3510,US
80072,"Shoes, Safety Toe",RED WING / Santiago Delarosa / Employee# 10056823,0.0,,,0.0,100.0,MA7400GC100000003,RED WING / Shoes,DO860012111503434,11/15/2012,RED8315105,RED WING BRANDS OF AMERICA INC,#61,3005 S LAMAR BLVD STE 115,AUSTIN,TX,78704-4786,US
34592502009,SAFETY VEST STYLE YELLOW XLARGE CLASS 3,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,25.0,EA,Each,12.0,300.0,,material needed at wbsc,PO220011111501073,11/15/2011,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
48500,"JANITORIAL SUPPLIES, GENERAL LINE",Apr 2017 - Order of Janitorial Supplies RLC  Email quote 04/13/17  BSD Contact: Talbert /Berry or Jill Cogburn,0.0,,,0.0,4799.69,MA7400GA120000103,Apr 2017 - Order of Janitorial Supplies RLC,DO750017042010040,04/20/2017,GUL2165000,GULF COAST PAPER CO INC,519 Tradesmen Park,,Hutto,TX,78634,US
2801629,"WIRE, BARE ALUMINUM","WIRE, 795 MCM (37 STRAND) ALL ALUMINUM, HARD DRAWN BARE, CLASS AA,  IN ACCORDANCE WITH ASTM SPEC. B-231, FOR CONCENTRIC LAY STRANDED  ALUMINUM CONDUCTORS, CODE NAME ARBUTUS.  ON QUALIFIED PRODUCTS LIST EL-10.  WIRE SHALL BE FURNISHED ON RETURNABLE LG STEEL REELS. MAX FLANGE MEASURE-  MENT 90"" AND MAX OUTSIDE TO OUTSIDE WIDTH MEASUREMENT 50 1/4"".  PURCHASING  FOOTAGE SHALL BE 10,400 FT  +/- 10%. ARBOR SIZE 3"" MIN WITH A MINIMUM OF 2-1 1/2""  HOLES ON EITHER SIDE OF ARBOR HOLE.",9624.0,FT,Foot,1.45,13954.8,MA1100GA080000078,Critical materials Supply Arrangement,DOM1100MAX15040,06/27/2011,TEX4799500,TEXAS ELECTRIC COOPERATIVES,Utility Supply & Service,100 COOPERATIVE WAY,GEORGETOWN,TX,78626-8200,US
5507818,"BARRICADES, TRAFFIC, PORTABLE","1 3/4"" x 10' Square Galv. Post cut to 5' for uprights    Ship to ATTN: Cpl. Q. Sebek",12.0,EA,Each,9.75,117.0,,Barricade Materials,PO870017082503342,08/25/2017,PAT7004575,PATHMARK TRAFFIC PRODUCTS,OF TEXAS INC,PO BOX 1066,SAN MARCOS,TX,78667-1066,US
07059,"Trailers, Custom: Personnel, Food Service, Equipme","(1) TW714SA Enclosed Trailer, Spare Mount and Spare Tire per quote #063014-01 dated 06/30/14.  EMS  8293  BuyBoard Contract #425-13",1.0,EA,Each,4466.0,4466.0,,MAGNUM TRAILERS,CT780014071500748,07/15/2014,MAG2992250,MAGNUM CUSTOM TRAILER MFG CO INC,10806 HWY 620 N,,AUSTIN,TX,78726-1709,US
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,Austin Screen Printing / shirts / Camacho / Don Goerner,0.0,,,0.0,366.59,MA8600GA090000156,Austin Screen Printing / shirts / Camacho / Don Goerner,DO860010061723234,06/17/2010,AUS0485500,AUSTIN SCREEN PRINTING L P,4204 MEDICAL PARKWAY,,AUSTIN,TX,78756-3310,US
2853408,"BLOCKS, FUSE, METAL","FUSE, MIDGET 600V AC 5 AMP, FAST ACTING UL LISTED STANDARD 248-14,  CSA CERTIFIED TO STANDARD C22.2 NO. 248-14, FUSE SHALL BE 1-1/2 INCHES  LONG AND 13/32 INCHES IN DIAMETER.",500.0,EA,Each,3.77,1885.0,MA1100GA160000073,Generated by reorder 8/7/18 2:05 PM.,DOM1100MAX76817,08/07/2018,KBS6049140,KBS ELECTRICAL DISTRIBUTORS INC,6406 Burleson Road,Suite 110,AUSTIN,TX,78744,US
1203643,"PARTS AND ACCESSORIES, SERVICE GENERATOR",Allegiance - Generator PM level I - Davis Lane,0.0,,,0.0,100.0,MA2200NA140000153,Allegiance - Generator Level I Preventative Maintenance,DO640016102601937,10/26/2016,VC0000102467,ALLEGIANCE POWER SYSTEMS INC,11320 Hwy 620 North Ste 22,,Austin,TX,78726,US
28558100004,FLASHLIGHT LED POCKET PENLITE SIZE AAA,RC LN_____QTY DEL_____P/F_____B/O_____DEL DATE________,18.0,EA,Each,33.92,610.56,,material needed at wbsc,PO220014062504264,06/30/2014,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
0709500,Wreckers,"tow 2 vehicles SR 528874  Hyundai Elantra Gr Lic (wisconsin) #647 NTE  , Gr Chevy Venture Lic (wisconsin) KA8 546",0.0,,,0.0,110.0,,tow two vehicles,PO220014080604912,08/06/2014,V00000906627,DENVER W KOKEL,2000 FERGUSON LN STE C,,AUSTIN,TX,78754,US
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",LAB SUPPLIES WTP4,1.0,EA,Each,48.59,48.59,MA2200GA140000076,LAB SUPPLIES WTP4,DO220015061615507,06/16/2015,HAC2179000,HACH CO,AMERICAN SIGMA,PO BOX 389,LOVELAND,CO,80539-0608,US
2856778,"SWITCHGEARS AND PARTS, METAL CLAD","SWITCHGEAR, PAD-MOUNTED, 3-PHASE, DEADFRONT, TWO (2) - 200 AMP (MAX)  FUSE COMPARTMENTS AND TWO (2) 600 AMP SWITCH COMPARTMENTS, WITH 18"" BASE  SPACER. AS PER SPECIFICATION E-1533D, FIG #3.  ON QPL EL-1499.",3.0,EA,Each,15055.41,45166.23,MA1100GA110000080,Generated by reorder 6/8/15 8:31 AM.,DOM1100MAX49637,06/08/2015,PRI3766500,PRIESTER-MELL & NICHOLSON INC,601 E 56TH ST,,AUSTIN,TX,78751-1404,US
65858380003,PIPE POLYETHYLENE HDPE 1-1/4 INCH,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE________,300.0,FT,Foot,0.45,135.0,MA2200GA100000047,material needed at awbsc,DO220011020910057,02/09/2011,MUN8318117,MUNICIPAL WATER WORKS SUPPLY LP,6959 STATE HIGHWAY 276,,ROYSE CITY,TX,75189-5948,US
48568100001,BUCKET MOP W/WRINGER & WHEEL 26 QT,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,2.0,EA,Each,57.6,115.2,,material needed at wbsc,PO220014022102333,02/21/2014,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
44538103001,HAMMER CLAW W/WOOD HANDLE 16 OZ,RC LN______ QTY DEL______ P/F_____ B/O____ DEL DATE__________,5.0,EA,Each,5.08,25.4,MA7400GC110000003,MATERIAL NEEDED AT WBSC,DO220012110502729,11/05/2012,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
45037,"Hardware Accessories: Mounts, Patches, Plates, Sea","267332           AMER PWR   AP7900  APC MASTERSWITCH 15A  19"" RACKMT 120V       SNMP MGMT  DIR Contract-DIR-SDD-1463",10.0,EA,Each,446.89,4468.9,MA5600NC130000006,#16683-Power Strips to connect to battery,DO560013012907840,01/29/2013,ANI0261000,ANIXTER INC,2301 PATRIOT BLVD,,GLENVIEW,IL,60025-8020,US
26912445094,IPRATROPIUM BROMIDE,M028   Ipratropium Bromide 0.02%.  0.5mg/2.5ml unit dose for inhalation solution NEPHRON  NDC 0487-9801-25,14.0,CART,Carton,4.59,64.26,MA9300GA120000098,medical supplies,DO930014071016672,07/10/2014,MMS8320658,"MIDWEST MEDICAL SUPPLY COMPANY, LLC",13400 LAKEFRONT DRIVE,,EARTH CITY,MO,63045-1516,US
89500,WELDING EQUIPMENT AND SUPPLIES,,571.56,EA,Each,1.0,571.56,,"Alamo Welding/Overlay/elctrodes, buffer disk, cutting wheels",PO620014050203489,05/30/2014,ALA0114500,ALAMO WELDING SUPPLY CO INC,PO BOX 6356,,AUSTIN,TX,78762-6356,US
19036,"Chemicals, Bulk (Not Otherwise Itemized)",liquid sulfur dioxide in 1-ton cylinders for SAR,29.0,TON,Ton,667.0,19343.0,MA2200GA140000077,Liquid Sulfur Dioxide in 1 ton Cylinders for SAR for Dec,DO220015120704343,12/07/2015,DXI7126645,DXI INDUSTRIES INC,1919 JACINTOPORT BLVD,,HOUSTON,TX,77015-6585,US
